,MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS,logS Pred
360,1.24,183.169,3.0,0.0,0.54,-1.8624319365241018
361,-0.5084,59.068,0.0,0.0,1.58,0.24379372447646325
362,1.6449999999999998,135.16599999999997,1.0,0.6,-1.33,-2.106349710878051
363,-0.8561000000000003,222.251,2.0,0.3846153846153846,-2.36,-0.7315473685710933
364,0.52988,41.053,0.0,0.0,0.26,-0.4074502030617332
365,1.8892,120.15099999999995,1.0,0.6666666666666666,-1.28,-2.2166045732638593
366,1.9493400000000003,293.34800000000007,3.0,0.55,-3.59,-3.348415936673749
367,3.3880000000000017,179.22199999999998,0.0,1.0,-3.67,-3.8623991427617343
368,0.3712999999999999,56.064,1.0,0.0,0.57,-0.3856868020542752
369,0.6959799999999999,53.06399999999999,0.0,0.0,0.15,-0.6099163807111248
370,-0.0648999999999999,135.13,0.0,0.9,-2.12,-0.9679672657473335
371,3.2664000000000017,300.3980000000001,0.0,0.0,-3.48,-4.148713118278094
372,2.9871000000000016,269.77199999999993,6.0,0.3333333333333333,-3.26,-3.861288595372613
373,1.8457,360.4500000000001,3.0,0.0,-3.85,-3.481626391502767
374,5.270200000000002,364.914,0.0,0.0,-6.307,-6.06076229804073
375,-2.1798,158.117,1.0,0.0,-1.6,0.8330809985047924
376,1.7553,162.27899999999997,5.0,0.0,-0.83,-2.1003888066429064
377,-0.3538,136.114,0.0,0.9,-2.266,-0.7601733893016414
378,-2.0785,142.07,0.0,0.0,-1.25,0.8606410828503381
379,-4.819399999999998,286.156,1.0,0.0,-1.99,1.9460038538982862
380,0.0696000000000001,210.285,3.0,0.4,-3.364,-1.3425153250053055
381,1.8456,227.337,5.0,0.4,-3.04,-2.7659683269542175
382,-3.1080199999999985,457.4320000000001,7.0,0.1875,-0.77,-0.5138249195813369
383,1.77922,208.261,2.0,0.4,-2.36,-2.600445770944042
384,1.55042,231.299,2.0,0.6470588235294118,-0.364,-2.687316866195838
385,0.7253000000000001,100.146,0.0,0.8333333333333334,-0.36,-1.2950073936973951
386,4.871880000000004,293.41400000000004,4.0,0.5454545454545454,-5.47,-5.511480900441089
387,-0.6131000000000002,84.082,0.0,0.8333333333333334,0.522,-0.19625716213860106
388,1.1849999999999998,226.276,4.0,0.0,-2.468,-2.102910605330833
389,1.0666200000000003,203.245,1.0,0.7333333333333333,-0.624,-2.183037834425097
390,2.1311,256.30499999999995,4.0,0.631578947368421,-2.596,-3.2700979411165787
391,4.087400000000003,286.415,0.0,0.0,-3.69,-4.665400878325327
392,3.959100000000003,290.447,0.0,0.0,-4.402,-4.596844388175153
393,2.728300000000001,148.20499999999998,2.0,0.5454545454545454,-3.13,-2.9696381033083807
394,1.2688,93.129,0.0,0.8571428571428571,-0.41,-1.6619092225683798
395,4.331900000000004,367.86,7.0,0.2857142857142857,-4.432,-5.482733160545688
396,1.6952,108.13999999999996,1.0,0.75,-1.85,-2.028707614189185
397,3.993000000000002,178.23399999999995,0.0,1.0,-6.35,-4.3046294003695795
398,2.4620000000000006,208.216,0.0,0.75,-5.19,-3.2610997449604286
399,1.48442,188.23,1.0,0.7857142857142857,0.715,-2.416012884051421
400,2.06422,300.3620000000001,2.0,0.2727272727272727,-3.5380000000000003,-3.3657825582740357
401,5.505100000000005,366.84400000000016,2.0,0.4615384615384615,-5.931,-6.436638073424977
402,1.1322999999999996,211.269,5.0,0.4,-2.084,-2.1308509285502146
403,1.7770999999999997,215.688,4.0,0.4285714285714285,-3.85,-2.6535754331131685
404,2.0905,259.762,5.0,0.375,-1.716,-3.1510216774337123
405,4.102000000000002,182.226,2.0,0.8571428571428571,-4.45,-4.344969912866626
406,1.0537,223.165,5.0,0.0,0.6509999999999999,-1.9817898225529809
407,3.130700000000001,258.104,2.0,0.375,-4.37,-3.9212355019032725
408,0.1587999999999993,184.195,2.0,0.0,-2.4,-1.0704382348029229
409,1.6254,421.4220000000001,3.0,0.4444444444444444,-3.59,-3.90866535424362
410,4.148200000000004,335.28200000000004,7.0,0.2608695652173913,-5.53,-5.120971886115509
411,4.057500000000004,410.5360000000002,8.0,0.2142857142857142,-4.71,-5.5274046559569125
412,3.5435000000000016,323.133,2.0,0.75,-4.21,-4.815254435995337
413,2.572400000000001,290.323,4.0,0.4285714285714285,-4.883,-3.7360145445465713
414,3.7726000000000015,397.52400000000006,10.0,0.2608695652173913,-4.2,-5.243525945458451
415,1.4991,106.12399999999997,1.0,0.75,-1.19,-1.869949041687947
416,0.7855000000000001,121.13899999999995,1.0,0.6666666666666666,-0.96,-1.4044705272782518
417,1.6866,78.11399999999999,0.0,1.0,-1.64,-1.9331705267399584
418,2.768300000000001,184.238,2.0,0.8571428571428571,-2.55,-3.368994216907971
419,1.1077,260.253,5.0,0.5789473684210527,-2.81,-2.511586845282411
420,4.411000000000003,216.283,0.0,0.9411764705882352,-6.68,-4.840878658260417
421,5.737200000000003,252.316,0.0,1.0,-8.699,-6.08725249272814
422,5.640400000000003,252.316,0.0,1.0,-8.23,-6.015452439158926
423,4.411000000000002,216.283,0.0,0.9411764705882352,-8.04,-4.840878658260417
424,5.737200000000003,252.316,0.0,1.0,-7.8,-6.08725249272814
425,5.640400000000003,252.316,0.0,1.0,-8.0,-6.015452439158926
426,5.640400000000003,252.316,0.0,1.0,-8.49,-6.015452439158926
427,6.3282000000000025,276.338,0.0,1.0,-9.018,-6.684146148271891
428,1.4455,165.19199999999998,2.0,0.5,-2.616,-2.111006097779253
429,2.602900000000001,212.248,3.0,0.75,-2.85,-3.382617080318951
430,1.55828,103.12399999999997,0.0,0.75,-1.0,-1.8972476882928695
431,2.917600000000001,182.222,2.0,0.8571428571428571,-3.12,-3.4664312900968866
432,2.2963,135.191,0.0,1.0,-1.5,-2.7620734648272713
433,0.9578999999999998,119.127,0.0,1.0,-0.78,-1.6633232332684775
434,1.8278,119.12299999999998,0.0,1.0,-1.16,-2.308533061399961
435,2.4254000000000007,126.58599999999996,1.0,0.75,-2.39,-2.692053412828838
436,2.705400000000001,146.111,0.0,0.6,-2.51,-2.9683161642326
437,0.8548999999999998,150.18099999999998,2.0,0.5454545454545454,-0.95,-1.5931098655945806
438,3.636800000000003,476.5850000000002,6.0,0.0,-4.71,-5.566954411331489
439,3.4718000000000018,182.266,3.0,0.8571428571428571,-4.62,-3.8745912892868293
440,3.353600000000002,154.21199999999996,1.0,1.0,-4.345,-3.6686352080150804
441,4.450000000000003,256.308,1.0,1.0,-5.4,-5.155633566429012
442,2.1935,154.253,0.0,0.0,-2.32,-2.388454383325278
443,1.57852,261.119,2.0,0.4285714285714285,-2.523,-2.8124938639211923
444,7.183700000000006,527.4140000000002,6.0,0.8,-4.445,-8.871783458430924
445,2.4491000000000005,157.01,0.0,0.8571428571428571,-2.55,-2.9589481962820696
446,1.5776,129.384,0.0,0.0,-0.89,-1.7675019187733936
447,2.1425,163.82899999999998,0.0,0.0,-1.54,-2.413820437102705
448,1.4012,108.966,0.0,0.0,-1.09,-1.5019158097772571
449,1.0111,94.939,0.0,0.0,-0.79,-1.1199966226991367
450,4.652000000000002,366.0,4.0,0.375,-6.09,-5.7552722619977015
451,4.3991000000000025,428.12000000000006,4.0,0.5454545454545454,-4.93,-6.0497639634235885
452,2.78888,276.915,0.0,0.5454545454545454,-3.33,-3.870365334169699
453,1.5771999999999995,266.098,1.0,0.8,-3.127,-3.004748190013324
454,1.74462,316.4270000000001,8.0,0.2857142857142857,-4.16,-3.221033525368147
455,0.7948999999999993,212.249,3.0,0.0,-2.39,-1.7241919282788518
456,3.999800000000003,263.381,1.0,0.3157894736842105,-4.24,-4.57884743249341
457,4.157400000000004,311.85300000000007,9.0,0.2857142857142857,-4.19,-4.977293966241582
458,1.6836,303.156,4.0,0.0,-2.647,-2.98009197629056
459,2.2257,193.246,4.0,0.4285714285714285,-3.082,-2.83821746145275
460,0.7771999999999999,74.12299999999999,1.0,0.0,0.47,-0.8059336696363957
461,1.8064,58.124,1.0,0.0,-2.57,-1.4637467586083563
462,1.7163,90.191,2.0,0.0,-2.18,-1.605334567269721
463,0.9389999999999998,212.249,4.0,0.0,-1.661,-1.8278755889068843
464,1.0257999999999998,256.331,1.0,0.2941176470588235,-1.877,-2.317228722770298
465,2.825400000000001,236.702,2.0,0.375,-3.9,-3.553545930703882
466,0.9595,102.13299999999998,4.0,0.0,-1.37,-1.116396137339305
467,3.4735000000000023,217.378,5.0,0.0,-3.68,-3.738452848214074
468,3.029200000000001,134.22199999999998,3.0,0.6,-4.06,-3.1204300780326872
469,0.9854,72.107,2.0,0.0,-0.01,-0.9438584885349848
470,-1.0293,194.194,0.0,0.6428571428571429,-0.8759999999999999,-0.5336026044377087
471,2.401700000000001,152.237,0.0,0.0,-1.96,-2.529579712250008
472,1.7656,100.161,4.0,0.0,-1.3,-1.7012958426389462
473,3.520900000000001,349.06600000000014,3.0,0.0,-5.4,-4.649056618758543
474,3.3306000000000013,212.252,2.0,0.75,-3.15,-3.925605340541891
475,2.5580000000000007,201.225,1.0,0.6666666666666666,-3.224,-3.247706758599017
476,3.3211000000000013,167.21099999999998,0.0,1.0,-5.27,-3.733513185298976
477,1.7597,236.271,4.0,0.3529411764705882,-1.83,-2.7444979771746385
478,2.1183,221.25599999999997,1.0,0.375,-2.8,-2.9303325510454195
479,5.420300000000004,342.875,8.0,0.3333333333333333,-5.736000000000001,-6.142106150312177
480,2.620000000000001,235.308,2.0,0.375,-3.14,-3.391993957517884
481,1.1349999999999998,237.097,3.0,0.0,-2.68,-2.1404349944088854
482,2.824020000000001,150.22099999999998,1.0,0.5454545454545454,-2.08,-3.0571417170622284
483,2.4879000000000007,150.22099999999998,1.0,0.0,-2.06,-2.5770127280964865
484,-0.4628999999999993,309.529,2.0,0.0,-1.84,-1.4364136155348746
485,0.909,323.13200000000006,6.0,0.3,-2.111,-2.657918326248273
486,2.2174,257.76899999999995,6.0,0.3529411764705882,-4.4110000000000005,-3.219460638296223
487,3.127600000000002,293.548,2.0,0.4,-3.924,-4.163419686579902
488,2.910200000000001,223.659,2.0,0.4,-2.617,-3.540949989824186
489,5.682800000000001,409.7819999999999,0.0,0.0,-6.86,-6.66289858452301
490,5.024200000000001,338.876,0.0,0.0,-5.64,-5.706463468614565
491,2.8698200000000007,196.681,2.0,0.4615384615384615,-2.86,-3.359004476323743
492,1.1715999999999998,414.82700000000017,8.0,0.4444444444444444,-4.5760000000000005,-3.512540790967527
493,-0.2895000000000001,93.513,1.0,0.0,-0.02,-0.14268359648220008
494,0.74878,75.498,0.0,0.0,-0.092,-0.7971280340465365
495,2.34,112.55899999999995,0.0,0.8571428571428571,-2.38,-2.58468070822565
496,2.2986000000000004,208.28,0.0,0.0,-1.9,-2.8229495214169043
497,1.2451,64.515,0.0,0.0,-1.06,-1.0927867254630586
498,1.3687,62.499,0.0,0.0,-1.75,-1.1711611811237832
499,3.2969000000000017,213.664,2.0,0.4285714285714285,-3.38,-3.7739100443620512
500,1.5908000000000002,164.375,0.0,0.0,-2.0,-2.0082078364813714
501,4.180900000000003,339.21800000000013,4.0,0.5454545454545454,-4.53,-5.3012289873107505
502,4.043559999999999,265.914,0.0,0.4285714285714285,-5.64,-4.678947508801798
503,-0.0608999999999992,295.72900000000004,1.0,0.3529411764705882,-3.05,-1.7960740824868329
504,2.741920000000001,212.68,1.0,0.4285714285714285,-3.46,-3.3589681787058963
505,4.225800000000003,290.75,3.0,0.6,-4.89,-5.040961771404772
506,4.718100000000002,350.591,6.0,0.3333333333333333,-5.67,-5.678580042686296
507,4.2434,267.93,0.0,0.7142857142857143,-5.43,-4.961384136003705
508,0.9242000000000008,338.7720000000001,2.0,0.5454545454545454,-3.451,-2.889074807419436
509,2.741920000000001,212.68,1.0,0.4285714285714285,-3.483,-3.3589681787058963
510,1.7744999999999995,169.567,0.0,0.8181818181818182,-2.8310000000000004,-2.5249531392581477
511,5.244800000000004,254.332,0.0,0.9,-7.85,-5.693009380254782
512,5.146200000000003,228.294,0.0,1.0,-8.057,-5.49035883718439
513,1.9352,96.94400000000002,0.0,0.0,-1.3,-1.81866647719804
514,2.832600000000001,112.216,0.0,0.0,-4.3,-2.5850844722169026
515,1.9725,70.135,1.0,0.0,-2.54,-1.666212936257748
516,2.878000000000001,152.237,4.0,0.0,-2.06,-2.8700665720939713
517,2.640000000000001,239.702,2.0,0.375,-2.338,-3.435825864770696
518,3.037700000000001,315.716,2.0,0.5454545454545454,-3.499,-4.304581302173709
519,6.919200000000002,300.36000000000007,0.0,1.0,-9.332,-7.281039803815641
520,2.666700000000002,346.46700000000016,2.0,0.0,-3.24,-4.00151466157614
521,1.9898,360.45000000000016,2.0,0.0,-3.11,-3.5917110721830796
522,2.560600000000001,402.48700000000025,3.0,0.0,-4.21,-4.289306969271445
523,4.263000000000003,342.7780000000001,4.0,0.6666666666666666,-5.839,-5.436911505747714
524,4.431120000000004,362.7710000000001,6.0,0.4545454545454545,-5.382000000000001,-5.597388298595199
525,3.9668000000000023,292.33400000000006,1.0,0.7272727272727273,-2.84,-4.919563604484976
526,1.6708799999999997,240.698,4.0,0.375,-3.15,-2.717166435951919
527,3.5141000000000027,215.36199999999997,3.0,0.0,-3.4,-3.7616642284080215
528,1.2492,236.27099999999996,2.0,0.0,-2.17,-2.2228907702649447
529,-0.4773,168.15200000000002,0.0,0.0,-1.655,-0.4991488643553508
530,2.730700000000001,98.189,0.0,0.0,-3.51,-2.4169336264471264
531,1.7015,114.188,0.0,0.0,-0.88,-1.7591205374751655
532,2.5067000000000004,96.173,0.0,0.0,-3.18,-2.2374806170183974
533,0.6929999999999998,210.233,0.0,0.0,-3.168,-1.6449064255897126
534,2.3406,84.162,0.0,0.0,-3.1,-2.035014439369005
535,1.3114,100.161,0.0,0.0,-0.44,-1.377201350397045
536,1.5196,98.145,0.0,0.0,-0.6,-1.5183266793217738
537,2.1166,82.146,0.0,0.0,-2.59,-1.8555614299402765
538,1.0415,281.35200000000003,3.0,0.0,-1.13,-2.3631332939010785
539,0.3029,196.206,0.0,0.0,-3.06,-1.262987238511592
540,3.120800000000002,112.216,0.0,0.0,-4.15,-2.7988528135252477
541,2.0916,128.215,0.0,0.0,-1.29,-2.1410397245532864
542,1.0831,224.26,0.0,0.0,-2.982,-2.026825612667833
543,1.9505,70.135,0.0,0.0,-2.64,-1.6530952522908846
544,1.7265,68.11900000000001,0.0,0.0,-2.1,-1.4736422428621558
545,-0.0872000000000001,182.179,0.0,0.0,-2.349,-0.8810680514334712
546,-0.8674000000000002,154.125,0.0,0.0,-1.886,-0.11722967727723
547,2.3705,198.30999999999992,1.0,0.0,-2.218,-2.807285130148895
548,6.317080000000003,434.29400000000015,6.0,0.4137931034482758,-7.337000000000001,-7.451027448827173
549,6.543980000000005,449.8560000000001,6.0,0.3870967741935484,-8.176,-7.710728261050612
550,6.177980000000004,416.30400000000014,6.0,0.4285714285714285,-8.017000000000001,-7.235384772928292
551,-0.6479000000000001,111.104,0.0,0.75,-1.155,-0.31350652195065276
552,4.221000000000004,337.4630000000001,0.0,0.2,-5.507000000000001,-5.186009047578537
553,1.6838000000000002,248.307,2.0,0.7058823529411765,-3.094,-2.9233819753790287
554,5.929000000000003,320.04600000000005,3.0,0.6666666666666666,-7.2,-6.525829772956966
555,6.187900000000003,318.0300000000001,2.0,0.6666666666666666,-6.9,-6.7077616317008015
556,6.495500000000002,354.491,2.0,0.631578947368421,-7.15,-7.161687724109063
557,3.3668000000000022,138.254,0.0,0.0,-5.19,-3.153151642951413
558,6.694400000000005,314.5220000000001,12.0,0.0,-5.14,-6.746186383685945
559,6.490180000000005,505.2060000000002,6.0,0.4285714285714285,-8.402000000000001,-8.05364294155669
560,3.695900000000003,330.4680000000001,2.0,0.0,-3.45,-4.659327750548101
561,4.266700000000004,372.5050000000002,3.0,0.0,-4.63,-5.3569236476364654
562,3.8659000000000017,300.314,4.0,0.5454545454545454,-4.632,-4.810844180131802
563,1.8957,392.4670000000002,2.0,0.0,-3.59,-3.73320248308718
564,2.466500000000001,434.5040000000003,3.0,0.0,-4.9,-4.4307983801755455
565,2.401700000000001,152.237,0.0,0.0,-1.85,-2.529579712250008
566,6.433000000000007,390.5640000000003,14.0,0.2142857142857142,-6.96,-7.1383950900989515
567,3.878200000000003,393.85400000000016,8.0,0.2608695652173913,-6.34,-5.304034981572817
568,3.878200000000003,393.85400000000016,8.0,0.2608695652173913,-6.34,-5.304034981572817
569,4.277400000000004,270.225,4.0,0.0,-4.2860000000000005,-4.686686539700334
570,3.153800000000002,284.74600000000004,1.0,0.6,-3.754,-4.212599694744956
571,3.5847200000000026,304.35200000000003,7.0,0.3157894736842105,-3.64,-4.522143182322585
572,3.586000000000002,168.195,0.0,1.0,-4.6,-3.936492755822616
573,4.054500000000002,184.263,0.0,1.0,-4.38,-4.390033159249926
574,1.7337,173.83499999999998,0.0,0.0,-1.17,-2.1766310030875924
575,2.603200000000001,130.231,6.0,0.0,-1.85,-2.514612973479166
576,4.7938000000000045,314.46600000000007,15.0,0.0,-3.896,-5.326471680798585
577,3.600400000000003,278.348,8.0,0.3,-4.4,-4.352284183455723
578,3.144300000000002,297.656,5.0,0.3529411764705882,-4.31,-4.173401350191629
579,1.4215,84.93299999999999,0.0,0.0,-0.63,-1.3583728344591948
580,3.9954000000000014,269.127,2.0,0.7058823529411765,-3.953,-4.775375890910366
581,5.599500000000002,370.49,2.0,0.6,-5.666,-6.589310812950364
582,4.481400000000002,380.913,0.0,0.0,-6.29,-5.581262565246863
583,4.604600000000004,266.34,3.0,0.6,-4.95,-5.160843260368967
584,7.725599999999999,474.64,1.0,0.0,-7.278,-8.60293191159247
585,1.0428000000000002,74.123,2.0,0.0,-0.09,-0.9997382652712425
586,2.04,222.23999999999995,4.0,0.375,-2.35,-2.8691467651997855
587,1.7594,90.191,2.0,0.0,-1.34,-1.6373033927741958
588,2.4076000000000004,122.258,3.0,0.0,-2.42,-2.326514957118943
589,4.828600000000005,268.356,4.0,0.6,-4.07,-5.337095759771556
590,3.581000000000002,286.331,4.0,0.5714285714285714,-4.16,-4.518237266841819
591,3.5801000000000016,310.687,2.0,0.5714285714285714,-6.02,-4.684702506069545
592,3.247300000000002,764.9499999999999,7.0,0.0,-5.292999999999999,-7.177845732183814
593,2.218100000000001,780.9490000000001,7.0,0.0,-4.081,-6.520032643211854
594,5.160800000000005,334.45600000000024,12.0,0.25,-6.144,-5.846000698362323
595,1.8139,267.835,0.0,0.0,-2.34,-2.8564494691080964
596,6.433000000000008,390.5640000000002,14.0,0.2142857142857142,-6.6370000000000005,-7.1383950900989515
597,1.8198,102.177,2.0,0.0,-1.1,-1.7612030839375925
598,2.5364000000000004,118.245,2.0,0.0,-2.24,-2.398768211440546
599,2.3950000000000005,299.6909999999999,8.0,0.0,0.523,-3.472094525954414
600,2.869900000000001,338.79500000000013,2.0,0.4782608695652174,-4.328,-4.3039885663942865
601,1.9576,211.26099999999997,1.0,0.0,-0.85,-2.5864894236616123
602,1.89922,209.293,4.0,0.4,-2.24,-2.6898635267729545
603,0.2367,76.095,2.0,0.0,0.48,-0.4148385599716016
604,1.2597999999999998,194.18599999999995,2.0,0.4285714285714285,-1.66,-2.1343789039186727
605,0.9792,62.137,0.0,0.0,-0.45,-0.8798660386702348
606,1.6274,94.204,1.0,0.0,-1.44,-1.5690776030149816
607,2.9502000000000006,322.243,5.0,0.2727272727272727,-5.47,-4.157742962052987
608,2.7221000000000024,240.21499999999995,4.0,0.3529411764705882,-3.38,-3.4843723054111098
609,-3.834600000000001,180.156,0.0,0.0,0.35,1.911864094462757
610,2.539600000000001,118.245,4.0,0.0,-2.58,-2.3947407468781576
611,6.721200000000008,390.5640000000004,16.0,0.2142857142857142,-5.115,-7.345762411355016
612,5.508800000000006,414.63000000000017,0.0,0.0,-7.32,-6.565829758064204
613,1.4502,223.22799999999995,2.0,0.375,-1.57,-2.444591916221205
614,2.9067000000000016,239.318,3.0,0.6666666666666666,-2.98,-3.7513350452893355
615,3.478900000000002,170.211,2.0,0.9230769230769232,-3.96,-3.8314048589869407
616,3.430200000000002,169.227,2.0,0.9230769230769232,-3.504,-3.7887886312490893
617,3.277400000000002,168.239,2.0,0.9230769230769232,-4.08,-3.6689312794070257
618,1.823,102.177,4.0,0.0,-1.62,-1.7571756193752037
619,3.621200000000002,296.5520000000001,4.0,0.0,-4.86,-4.373698256768851
620,3.770200000000002,274.413,9.0,0.0,-4.23,-4.3221131805681505
621,2.5801000000000007,299.28800000000007,5.0,0.3157894736842105,-3.35,-3.749962595762344
622,3.0869000000000018,233.098,1.0,0.4285714285714285,-3.8,-3.749596157853875
623,3.308900000000002,136.238,1.0,0.0,-4.26,-3.09370048814372
624,1.5170200000000005,198.134,2.0,0.4285714285714285,-1.456,-2.3512221728658207
625,1.5759,180.207,3.0,0.4615384615384615,-2.17,-2.287340455995772
626,-2.2130999999999985,254.24599999999995,3.0,0.5,-0.17,0.018218823337522227
627,8.048000000000007,282.5559999999999,17.0,0.0,-8.172,-7.523245591440052
628,4.481400000000002,380.913,0.0,0.0,-6.18,-5.581262565246863
629,3.959100000000003,290.447,0.0,0.0,-4.16,-4.596844388175153
630,4.483900000000005,306.51500000000004,0.0,0.0,-5.41,-5.0921445335027435
631,3.9444000000000026,266.34,0.0,0.5,-5.24,-4.638434236836515
632,3.7375000000000025,268.356,0.0,0.3,-5.282,-4.413640391624254
633,2.2155000000000005,288.255,1.0,0.5714285714285714,-3.62,-3.527695157659757
634,-2.3071999999999995,122.12,3.0,0.0,0.7,1.1715330618418731
635,3.609200000000002,272.388,0.0,0.3,-5.03,-4.345083901474082
636,2.4237,148.205,3.0,0.5454545454545454,-2.92,-2.7405047800882025
637,2.5800000000000005,288.387,0.0,0.2857142857142857,-4.955,-3.681225614416028
638,3.817400000000003,270.372,0.0,0.3,-3.955,-4.486209230398812
639,3.924200000000004,333.266,6.0,0.2608695652173913,-6.124,-4.94471938671292
640,1.0262,30.07,0.0,0.0,-1.36,-0.7031088944782551
641,0.9361,62.137,0.0,0.0,-0.6,-0.8478972131657598
642,-0.0014,46.069,0.0,0.0,1.1,-0.046482583251240495
643,3.612600000000002,296.41,0.0,0.2727272727272727,-4.3,-4.494592597476711
644,2.6579000000000006,225.313,4.0,0.4,-2.09,-3.358324144083782
645,5.005300000000004,384.4870000000002,12.0,0.0,-5.54,-5.9550377681297775
646,1.85272,209.293,5.0,0.4,-3.028,-2.65217228853433
647,3.8826000000000023,312.45300000000003,0.0,0.0,-5.66,-4.685325078113038
648,2.0576,286.34900000000005,4.0,0.3157894736842105,-3.42,-3.280218064357935
649,2.0576,286.34900000000005,4.0,0.3157894736842105,-3.42,-3.280218064357935
650,1.3424,258.324,3.0,0.5625,-3.81,-2.6723834050056783
651,0.5694,88.106,1.0,0.0,-0.04,-0.7440784803396046
652,1.8633,150.177,2.0,0.5454545454545454,-2.32,-2.341050142272926
653,2.1298000000000004,144.21399999999997,5.0,0.0,-1.28,-2.2589531885475274
654,2.2629,176.215,3.0,0.4615384615384615,-3.0,-2.7705688706960037
655,3.6902000000000026,200.322,9.0,0.0,-4.1,-3.7738278967554515
656,0.1793,74.07900000000001,2.0,0.0,0.15,-0.358958783235344
657,2.5199000000000007,158.241,6.0,0.0,-2.74,-2.637671865599508
658,2.1298000000000004,144.21399999999997,5.0,0.0,-2.35,-2.2589531885475274
659,3.3001000000000023,186.295,8.0,0.0,-3.8,-3.3951092197034707
660,2.910000000000001,172.26799999999997,7.0,0.0,-3.39,-3.016390542651489
661,1.7397,130.18699999999998,4.0,0.0,-1.75,-1.8802345114955465
662,0.9595,102.133,2.0,0.0,-0.66,-1.1227971573915854
663,1.4329,88.14999999999999,3.0,0.0,-0.66,-1.378456942323223
664,1.1664,72.10700000000001,2.0,0.0,-0.85,-1.0781127209319674
665,2.249000000000001,106.16799999999996,1.0,0.75,-2.77,-2.4264673038327014
666,2.976700000000002,112.216,1.0,0.0,-4.25,-2.6887681328449355
667,0.8022,28.053999999999995,0.0,0.0,-0.4,-0.5236558850495261
668,1.4455,165.19199999999998,2.0,0.5,-2.1,-2.111006097779253
669,1.5689,166.176,2.0,0.5,-2.35,-2.209030011484256
670,0.2493999999999999,26.038,0.0,0.0,0.29,-0.10032004903445552
671,6.372000000000007,376.496,9.0,0.6428571428571429,-8.6,-7.197669173142581
672,2.669100000000001,244.294,4.0,0.6111111111111112,-4.735,-3.5812268961325153
673,1.338599999999999,588.5620000000001,5.0,0.2857142857142857,-3.571,-4.725367279638904
674,2.7441000000000013,154.253,0.0,0.0,-1.64,-2.7968542748047187
675,2.1293,164.204,3.0,0.5,-1.56,-2.6084846492995326
676,4.0676000000000005,331.202,3.0,0.8181818181818182,-4.38,-5.282899389709934
677,2.840320000000001,201.225,2.0,0.7333333333333333,-3.3,-3.4821241060703128
678,2.7993200000000007,277.238,5.0,0.3529411764705882,-4.04,-3.78277337104365
679,3.2604000000000024,253.367,6.0,0.3529411764705882,-3.927,-3.9640414011943474
680,3.6038000000000014,301.34200000000004,7.0,0.5454545454545454,-4.7,-4.613617668646045
681,5.268980000000004,349.43000000000006,5.0,0.4615384615384615,-6.025,-6.136978157356401
682,3.1003000000000016,308.36100000000005,7.0,0.3333333333333333,-2.3,-4.196711779891594
683,3.6130200000000015,278.335,5.0,0.375,-4.57,-4.402897922459918
684,1.7801,164.208,1.0,0.5,-1.6,-2.355897823591097
685,0.7357999999999993,306.276,5.0,0.7272727272727273,-1.8,-2.6022192560034667
686,6.627980000000005,451.4690000000001,9.0,0.5454545454545454,-6.876,-7.841088469246733
687,-0.5088000000000001,129.09399999999997,0.0,0.6666666666666666,-0.972,-0.5001391955398342
688,1.8737,380.4560000000001,2.0,0.0,-3.43,-3.63762047609196
689,1.8437,410.4570000000002,2.0,0.0,-5.613,-3.813353045266618
690,5.340800000000003,421.7340000000001,6.0,0.4285714285714285,-6.78,-6.6502521801322025
691,2.7989000000000006,232.205,1.0,0.375,-3.43,-3.507413524241026
692,4.487200000000002,202.256,0.0,1.0,-6.0,-4.829723002344116
693,3.2578000000000014,166.22299999999998,0.0,0.9230769230769232,-5.0,-3.6474901469473893
694,1.8257,96.10399999999998,0.0,0.8571428571428571,-1.8,-2.09461487497042
695,2.923300000000001,376.4680000000001,1.0,0.0,-4.099,-4.393029304340335
696,2.7989000000000006,232.205,1.0,0.375,-3.32,-3.507413524241026
697,4.738100000000002,329.321,2.0,0.75,-4.445,-5.742168642803325
698,3.514400000000002,312.118,2.0,0.3157894736842105,-4.047,-4.537236769118845
699,2.492400000000001,301.296,4.0,0.7727272727272727,-3.37,-3.8947237472093144
700,7.395680000000005,502.9200000000002,8.0,0.5142857142857142,-8.003,-8.74006921244123
701,1.6262,221.26,3.0,0.375,-2.34,-2.5589495978869605
702,0.8516999999999999,257.273,6.0,0.0,-1.995,-2.0538464695240566
703,-3.2198,180.156,2.0,0.0,0.64,1.4622457660196508
704,1.2795999999999998,68.07499999999999,0.0,1.0,-0.82,-1.5650338821929952
705,1.0920999999999998,96.08499999999998,1.0,0.7142857142857143,-0.1,-1.4866994019257516
706,1.5528,262.261,1.0,0.0,-2.943,-2.6227973436510967
707,3.141800000000001,372.80800000000016,6.0,0.6153846153846154,-4.571000000000001,-4.7753513005230435
708,-3.2214000000000005,180.156,1.0,0.0,0.74,1.4602320337384567
709,1.771,217.268,2.0,0.375,-2.337,-2.6432092142948576
710,-1.6681,92.094,2.0,0.0,1.12,0.8924386499218938
711,0.0442999999999997,218.205,5.0,0.0,-0.6,-1.2003490413431985
712,2.8103000000000007,352.7700000000001,3.0,0.25,-3.2460000000000004,-4.252213609521796
713,1.4008,124.13899999999995,1.0,0.6666666666666666,-1.96,-1.8806585490813297
714,-0.7716000000000003,151.129,0.0,0.8181818181818182,-3.583,-0.5147415678615499
